biker_id,tour_id
CI85761776,QP66010345 QQ1865818 ST07521586 QS48764141 QQ93557066 SV76123091 QX690082 SP17798619 QW32452113 QV3992226 SS35311287 VX6023870
CJ21156307,RP30801280 QQ67497006 SS77452001 VS3397465 SU08322706 QS77112530 UW2112673 QW81691537 RP51799233 SU27773293 WY7378040
CJ40390801,SP03433560 TS64520 QU50049026 SV38176256 XQ0563397 RT1344738 ST28913660 QX02524531 QV70889080 YS7969852 RP38842201 QS19055966
CJ54864792,ST17632652 RU19019736 QX31967705 QT4329426 QV56749821 SW06170359 SQ20537018 QY28569785 SS65983510 QW4289497 QS21452952 SX19599403 RW22317680 RX23348542 RU3589568 QV43010658 QR15962379 SP12452481 RX00200908 SY69706469
CJ85391759,SS81455240 TQ94031651 SQ02683928 QW73358985 SU01505424 RV22473733 SP39309993 RR21249291 ST48037031 QY66266774 TY7198144 SV59345285 RX94424874 SY45518849 QS20937087 SY30422129 YR9809053 RY56336268
DA38024163,RW702695 RY42609119 QY66347593 QV23900702 RY12359758 TP58829330 RT57973567 WR149297 QV76265172 SP00227659 RY55430444
DB04132371,QS63619788 SX69571263 SS88395910 QV88286558 RP79614127 XQ1590455 QY7942693 RX39246665 TR7802891 RS63192851 QX32632366 QY93199919 WU2084125 TP21236305
DC39836164,WW1676713 RQ33183406 QS61307272 YU5398943 YU5398943 RV43833505 RQ30616732 RQ30616732 QV00413013 RV43833505 YP7302600 VS3659090 RU29072432 RP39358442 RP39358442 RY38463739 RT01458775 RT01458775
DC58281955,QT88068589 VS3659090 TQ97279783 RQ30616732 QR12947698 YS9291841 TX810467 RT15873572 QV20441934 SU94729381 SS49548561 QQ33385189 SP47285147
DC61647162,RU29072432 YU5398943 RV43833505 YP7302600 QV00413013 SQ84899378 RQ30616732 VS3659090 RP39358442 ST34717258 QV92359541 RT01458775
DC85425249,QU48754507 QW38134091 RR71782630 SW85387487 QR26009206 SQ62919464 TP96699700 WW9606777 QY21275 RQ56780216 RX27139478 SY10184716
DD16715342,SY9364804 VQ8783038 QQ20849582 SP46805064 TP50261217 RX4003894 RQ75249529 RQ74911504 SX89211600 SU61205682 UX1543591 QW99014052 SS29566428 QQ79651886 SP36332464 RR73085791 ST22533807 QQ61382369 TQ18369012
DD50877536,XR1546192 QS95068547 QU60093320 QT42934258 RP65683170 QR80644689 RY73911742 QW91598205 SY17524398 SQ56836239
DD65349866,TQ62137499 WY9356822 RQ53348068 SU19129293 TQ93610911 QR94433853 RX30173169 SS6783397 QS33552095 SQ98478289 SQ35553288
DE64554032,RR58521927 RR64041858 RW77472459 XX9795193 VT5163767 RX94128040 SQ80988532 QR70829015 QQ03665416 SS97593388
DE86057072,RY21824776 QQ68483619 SU26965347 QT98441841 QW93588465 QW85099143 RR37504401 QT28612515 RV26154283 QT71140446 RU69103422 WV7782490 QT74416640 ST38779574 SW63851020 RR23651182 TY1095881 QW42345117 RQ50760652 RT22072300 SS50877007
DF04868122,YU5398943 WW1676713 QS61307272 YP7302600 RV43833505 RU29072432 XY8403969 TP45444993 RT25916002 TP3202920 SY76993681 RT01458775
DF19657066,RR62994085 SU6665825 RR15474035 TP477420 SV01196821 SQ23256869 RW64233627 ST65774683 SV17812300 QU08750870 SV85002484 SV85002484 RT15873572 RT15873572 RT15873572 QW52177173 SQ58022870 RY65442599 SQ58022870 RY65442599 QW52177173 SQ58022870 RY65442599 QW52177173
DG01181201,QP68825763 QS59710437 SU3933726 QW95371268 QR80177873 RT15873572 QQ33385189 XT3570927 QT3408758 WS2997628
DG14158257,YU5398943 QX76951633 QW5229279 TT5373500 ST63879879 SY34491209 QU32377761 RU51881360 QQ33147752 SV32072502 QT98441841 QT91066879
DH93812304,YU5398943 QV11840162 TT5373500 SS00948291 QU32377761 QS90707377 QP44854627 QY43255162 RV88888297 YX6099040 SV32072502 QW94486525
DI18890017,QX48091116 RT1839498 UU6895940 YT0261225 RT27137736 SX10095115 QP1598631 QV26822880 RS81736875 SV17481257 SR72491346
DI33425001,RS52794406 SV50969064 QQ51132938 QQ51132938 SU67156235 RW39447505 RT00372017 SS13795740 SP79945961 QY99660851 SS92527422 SS67271873 RV44045385 QV84415115 QV84415115 YW210112 TS0873264 QR21822553 QY12632087 RQ4089778
DI34655845,QS89928885 SY51671760 QY29873511 SV47265906 QW40256327 RQ68969773 TW443771 RQ55939936 SS77584734 SU12026987 QP7443528 SY54561766 SR33419825 RP58463423 RP58463423 QP53235337 QX21342748 SW63253189 YR1197600 YR1197600 SY71390766 YT1196361 SY73696886 QX19837770 RV7727906 RV11379231 SV59662790 QT10614402 SU83871144 SU83871144 WV7220247 SR01835846 SR01835846 SW66848512 SW66848512
DI35637004,SV56509214 SY93564604 SP25468453 QP30253462 TP04124974 QP30253462 SX8159206 RQ34184008 QS95200630 QU25583872 QP8743814 QU86739051 QS29447487 QV8005957 SP56563942 XU7528595 SX90693055 QV99476673 QU01858181 SP86681346 WV6696037 QU86739051 RV56631876 XR6425232 WV6696037 QV99476673 QW78753558 RV58489159 QY59602368 RV58489159 WV6696037 XV4377288 QW78753558 QP47438940 TT1814527 QP47438940 QU63203779 QW78753558 TQ4015310 QP02636124 RU81126621 QX32043495 SS82162822 XW8854939 QQ45218797 TP37816474
DI38242688,YU2519340 QP76364848 QX16813281 RT18142030 SX49306291 SQ03100779 QR03717384 WX2683695 RQ49464820 RQ49464820 QR69035551 QR69035551 RP07279414 RP07279414
DI43287866,YU5398943 RU29072432 QU3565237 RW76357538 TR68654829 QS60334065 VV7779361 SU65166403 QS90707377 QU32377761 SV32072502
DJ43175229,SX39967033 WU7252209 QS79185675 RU8676103 SX39967033 TQ67096253 SY4293006 RU15291685 YP6531778 SW79103948 TQ86902667 SS99197241 SW47115394 SY66478016 YY6491337 QV158771 YP1303979 SY96685669 QQ47537500 SX22409571 QQ47537500 SR2567970 XP6696202 QW75180166 YY6491337 SQ00093322 SU3850493 QV99116640 SU3850493 RT35261389 SW79103948 QT91291821 TQ78250062 RW13137893 RV16959506 QX29766016 SU23553728 RW62265549 XU675684 RR23569283 QP89632536 XT5956763 TR54164270 VX2667459 QV79520303 QV79520303 SX11881163 YS2459990 SR85475817
DJ87610774,TP4595428 QY68459057 RU85327580 RR93472224 TR32519602 SU09100603 TR03627753 RS98192028 QU97380017 VW5888033 RU14859165 TT5098029 RQ16267579 SY84042837
EA30798150,TQ25420656 SU09100603 QR68088620 UW3886273 TR33837355 ST81603259 XX1346279 TR03627753 WY9782433 RT47943335 SS15040094 SR51813967 QU01679119 XY9234866 VW5888033 RT28145712 XR3015621
EA81761804,RS50143315 VY1282771 QQ46784351 SW02386514 RP28042509 QW03662408 WX8716103 RR74328264 SX75198199 ST80087256
EB01519751,QS47542349 TQ40663220 XV2976415 TR7097190 SX28664529 TR58442948 SX01433102 RX03416473 VQ5488222 XY7667289 XY3326926 RQ14066448 VX8225431
EB22483286,QY40144951 TQ00467276 SX03531290 UX0944656 QQ74322982 QU8205194 QR70821753 TQ59151915 SW29527390 QY3057331 RX92429018 QV43733273 QS63299595 RW92119811 SW84929022
EB56731925,ST29508261 RU29072432 YU5398943 QT97764698 QQ39465813 WQ1611185 RT15873572 RV10494844 XP0349173 XY6333395 RQ57645470 RX30173169
EB70453600,QY54528574 RY9696797 QT06383414 SX98095594 TP13950788 UX0504008 RT63159061 XT684334 UQ1362023 QV90154685 SP71822251
EB75659797,QQ47733770 SS90105219 QV7252762 QT44583217 QR43481310 RR37302185 SY46692042 RR34592975 UP9781557 XP3596418 XW2052061
EB99616576,WY7638314 RU29072432 YU5398943 VP2394192 TP0356575 SQ64534147 RW14876429 RW0532321 RT81417302 QT87327799 XR886770 QR94433853 SS10353908 RT20150606 RV45454646 QR90210464 QY08625006 XR1614261 SR76213471 RY53981660 QX26343214
EC22590338,QS80816019 QR24903972 RQ53821115 QW63016232 QW82916605 YW6859786 SP0004583 RT90438703 QY86416649 RT06637710 QV15092494 RT34399746
EC46728549,WW1676713 RQ33183406 QS61307272 XR7394707 RU29072432 VP2394192 RR49210117 RT89566262 QS13929779 SS88135408 SP01071751 TQ16595591 RV50202363 ST54377311 SR30650403 SP29325544 TU687644 QV38992821
EC61865653,QU48928340 RW48209109 YQ5403718 QS25647788 QW71812765 TQ29023810 SR2219501 US0307239 ST80624055 RR14608095 RV21503414
EC82954307,QP4070 QX38698560 QV83157650 RS28883039 SS38313474 SY24453080 ST31614259 QT01314683 RU04428394 RY85301715 QQ37018984 SX55652876 RQ68072348 VQ0427555 SX79978209 QP65677688
