biker_id,tour_id
CI85761776,QP66010345 QQ1865818 ST07521586 QS48764141 SV76123091 QX690082 QQ93557066 QW32452113 QV3992226 SP17798619 SS35311287 VX6023870
CJ21156307,RP30801280 QQ67497006 VS3397465 SS77452001 SU08322706 RP51799233 SU27773293 QW81691537 WY7378040 UW2112673 QS77112530
CJ40390801,SP03433560 TS64520 QU50049026 SV38176256 XQ0563397 RT1344738 QX02524531 ST28913660 YS7969852 QV70889080 RP38842201 QS19055966
CJ54864792,ST17632652 QT4329426 QX31967705 RU19019736 SW06170359 QV56749821 SQ20537018 QW4289497 SS65983510 QS21452952 QY28569785 SX19599403 QV43010658 RW22317680 RX23348542 RU3589568 QR15962379 SY69706469 SP12452481 RX00200908
CJ85391759,TQ94031651 SS81455240 SQ02683928 SU01505424 QW73358985 RV22473733 SP39309993 TY7198144 ST48037031 RR21249291 QY66266774 SY45518849 RX94424874 SY30422129 QS20937087 SV59345285 YR9809053 RY56336268
DA38024163,RY42609119 RY12359758 RW702695 QY66347593 TP58829330 WR149297 RT57973567 QV23900702 QV76265172 RY55430444 SP00227659
DB04132371,QS63619788 SX69571263 SS88395910 QV88286558 RP79614127 XQ1590455 QY7942693 QX32632366 RX39246665 TR7802891 RS63192851 WU2084125 TP21236305 QY93199919
DC39836164,RQ33183406 QS61307272 WW1676713 YU5398943 YU5398943 QV00413013 RV43833505 RV43833505 YP7302600 RU29072432 RQ30616732 RQ30616732 RP39358442 RP39358442 VS3659090 RY38463739 RT01458775 RT01458775
DC58281955,TQ97279783 QT88068589 RQ30616732 VS3659090 QR12947698 YS9291841 QV20441934 RT15873572 SU94729381 TX810467 SP47285147 QQ33385189 SS49548561
DC61647162,RU29072432 SQ84899378 YU5398943 RV43833505 YP7302600 RQ30616732 QV00413013 RP39358442 VS3659090 ST34717258 QV92359541 RT01458775
DC85425249,QU48754507 QW38134091 RR71782630 SW85387487 QR26009206 SQ62919464 TP96699700 WW9606777 QY21275 RX27139478 RQ56780216 SY10184716
DD16715342,SY9364804 VQ8783038 QQ20849582 SP46805064 TP50261217 RQ75249529 SU61205682 RX4003894 QW99014052 SX89211600 RR73085791 SS29566428 RQ74911504 QQ79651886 UX1543591 ST22533807 QQ61382369 SP36332464 TQ18369012
DD50877536,XR1546192 QS95068547 QT42934258 QU60093320 RP65683170 QR80644689 QW91598205 RY73911742 SY17524398 SQ56836239
DD65349866,TQ62137499 WY9356822 RQ53348068 TQ93610911 SS6783397 SU19129293 RX30173169 QR94433853 QS33552095 SQ98478289 SQ35553288
DE64554032,RR58521927 RR64041858 XX9795193 VT5163767 RW77472459 RX94128040 SQ80988532 QR70829015 QQ03665416 SS97593388
DE86057072,RY21824776 SU26965347 QQ68483619 QT98441841 RR37504401 QW93588465 RU69103422 QT28612515 QW85099143 WV7782490 QT71140446 QT74416640 RR23651182 RV26154283 ST38779574 SW63851020 TY1095881 QW42345117 RT22072300 RQ50760652 SS50877007
DF04868122,YU5398943 WW1676713 QS61307272 RU29072432 RV43833505 YP7302600 XY8403969 TP45444993 RT25916002 SY76993681 RT01458775 TP3202920
DF19657066,RR62994085 SU6665825 RR15474035 RW64233627 TP477420 SQ23256869 ST65774683 QU08750870 SV17812300 SV01196821 SV85002484 SV85002484 RT15873572 RT15873572 RT15873572 SQ58022870 RY65442599 SQ58022870 SQ58022870 RY65442599 RY65442599 QW52177173 QW52177173 QW52177173
DG01181201,QP68825763 QS59710437 SU3933726 QR80177873 RT15873572 QW95371268 QQ33385189 XT3570927 WS2997628 QT3408758
DG14158257,QX76951633 YU5398943 QW5229279 TT5373500 SY34491209 ST63879879 QU32377761 QQ33147752 SV32072502 RU51881360 QT98441841 QT91066879
DH93812304,YU5398943 TT5373500 QV11840162 QS90707377 QU32377761 SS00948291 QP44854627 QY43255162 RV88888297 SV32072502 YX6099040 QW94486525
DI18890017,QX48091116 UU6895940 RT1839498 YT0261225 RT27137736 SX10095115 QV26822880 RS81736875 QP1598631 SV17481257 SR72491346
DI33425001,RS52794406 QQ51132938 QQ51132938 SV50969064 RT00372017 SU67156235 RW39447505 SS13795740 SS92527422 SS67271873 RV44045385 SP79945961 QY99660851 QV84415115 TS0873264 YW210112 QV84415115 QR21822553 QY12632087 RQ4089778
DI34655845,QS89928885 TW443771 SY51671760 QY29873511 QW40256327 RQ55939936 RQ68969773 SS77584734 SU12026987 QP7443528 SV47265906 QX21342748 SY54561766 SR33419825 SY73696886 SW63253189 QP53235337 RP58463423 RP58463423 YR1197600 YR1197600 QX19837770 YT1196361 RV7727906 SY71390766 SV59662790 RV11379231 QT10614402 SR01835846 SR01835846 WV7220247 SW66848512 SW66848512 SU83871144 SU83871144
DI35637004,SV56509214 QP30253462 SY93564604 QP30253462 SP25468453 RQ34184008 QS95200630 QP8743814 TP04124974 QU25583872 QU86739051 SP86681346 QV8005957 QV99476673 QU01858181 QS29447487 SX8159206 SP56563942 XR6425232 RV56631876 QV99476673 QU86739051 SX90693055 QW78753558 QW78753558 QW78753558 TT1814527 RV58489159 WV6696037 XV4377288 QP02636124 WV6696037 RU81126621 QU63203779 XU7528595 RV58489159 QP47438940 WV6696037 XW8854939 QQ45218797 QY59602368 QP47438940 QX32043495 TQ4015310 TP37816474 SS82162822
DI38242688,YU2519340 QP76364848 QX16813281 RT18142030 SX49306291 SQ03100779 RQ49464820 RQ49464820 QR03717384 WX2683695 QR69035551 QR69035551 RP07279414 RP07279414
DI43287866,YU5398943 RU29072432 QU3565237 RW76357538 TR68654829 SU65166403 VV7779361 QS60334065 QS90707377 QU32377761 SV32072502
DJ43175229,WU7252209 QS79185675 SX39967033 RU8676103 RU15291685 SX39967033 SY4293006 YP6531778 TQ67096253 TQ86902667 SW79103948 QV158771 YP1303979 SY66478016 QQ47537500 QQ47537500 YY6491337 SS99197241 SX22409571 QW75180166 SY96685669 SW47115394 SR2567970 XP6696202 QT91291821 QV99116640 SQ00093322 RT35261389 SW79103948 SU3850493 YY6491337 SU3850493 RV16959506 TQ78250062 QX29766016 RW62265549 SU23553728 RW13137893 XU675684 RR23569283 QP89632536 VX2667459 QV79520303 SR85475817 QV79520303 XT5956763 YS2459990 SX11881163 TR54164270
DJ87610774,QY68459057 TP4595428 RR93472224 RU85327580 TR32519602 TR03627753 RS98192028 SU09100603 QU97380017 VW5888033 RU14859165 TT5098029 RQ16267579 SY84042837
EA30798150,TQ25420656 QR68088620 SU09100603 UW3886273 TR33837355 ST81603259 XX1346279 TR03627753 WY9782433 SS15040094 RT47943335 XY9234866 SR51813967 QU01679119 VW5888033 RT28145712 XR3015621
EA81761804,VY1282771 QQ46784351 SW02386514 QW03662408 RP28042509 RS50143315 RR74328264 WX8716103 SX75198199 ST80087256
EB01519751,QS47542349 SX28664529 XV2976415 TQ40663220 TR7097190 TR58442948 SX01433102 XY7667289 RX03416473 VQ5488222 XY3326926 RQ14066448 VX8225431
EB22483286,QY40144951 TQ00467276 SX03531290 UX0944656 QQ74322982 QU8205194 QR70821753 SW29527390 RX92429018 QV43733273 QY3057331 TQ59151915 QS63299595 RW92119811 SW84929022
EB56731925,ST29508261 QT97764698 RU29072432 YU5398943 RT15873572 QQ39465813 WQ1611185 RV10494844 XP0349173 XY6333395 RQ57645470 RX30173169
EB70453600,QY54528574 RY9696797 TP13950788 QT06383414 UX0504008 SX98095594 UQ1362023 RT63159061 XT684334 SP71822251 QV90154685
EB75659797,QT44583217 SS90105219 QQ47733770 RR34592975 QV7252762 RR37302185 QR43481310 SY46692042 XP3596418 UP9781557 XW2052061
EB99616576,WY7638314 YU5398943 RU29072432 VP2394192 TP0356575 SQ64534147 RW14876429 RW0532321 RT81417302 XR886770 QT87327799 RT20150606 QR94433853 QR90210464 QY08625006 RV45454646 XR1614261 SS10353908 SR76213471 RY53981660 QX26343214
EC22590338,QR24903972 QS80816019 RQ53821115 QW63016232 QW82916605 YW6859786 QY86416649 SP0004583 RT06637710 RT34399746 QV15092494 RT90438703
EC46728549,XR7394707 WW1676713 RQ33183406 QS61307272 RT89566262 RU29072432 VP2394192 RR49210117 QS13929779 SS88135408 SP01071751 RV50202363 SR30650403 TQ16595591 ST54377311 QV38992821 TU687644 SP29325544
EC61865653,QU48928340 RW48209109 YQ5403718 QS25647788 QW71812765 SR2219501 TQ29023810 ST80624055 US0307239 RR14608095 RV21503414
EC82954307,QP4070 QX38698560 QV83157650 RS28883039 QT01314683 SY24453080 SS38313474 ST31614259 RY85301715 RU04428394 QQ37018984 SX55652876 RQ68072348 SX79978209 VQ0427555 QP65677688
